unique_id,ds,y,published,is_holiday
0,2021-09-08,1082,0.0,0
0,2021-09-09,1104,0.0,0
0,2021-09-10,929,0.0,0
0,2021-09-11,690,0.0,0
0,2021-09-12,813,0.0,0
0,2021-09-13,1194,0.0,0
0,2021-09-14,1148,0.0,0
0,2021-09-15,1205,0.0,0
0,2021-09-16,1176,0.0,0
0,2021-09-17,1078,0.0,0
0,2021-09-18,792,0.0,0
0,2021-09-19,845,0.0,0
0,2021-09-20,1246,0.0,0
0,2021-09-21,1310,0.0,0
0,2021-09-22,1281,0.0,0
0,2021-09-23,1112,0.0,0
0,2021-09-24,989,0.0,0
0,2021-09-25,781,0.0,0
0,2021-09-26,877,0.0,0
0,2021-09-27,1268,0.0,0
0,2021-09-28,1196,0.0,0
0,2021-09-29,1214,0.0,0
0,2021-09-30,1145,0.0,0
0,2021-10-01,861,0.0,0
0,2021-10-02,761,0.0,0
0,2021-10-03,779,0.0,0
0,2021-10-04,1254,0.0,0
0,2021-10-05,1022,0.0,0
0,2021-10-06,1044,0.0,0
0,2021-10-07,1130,0.0,0
0,2021-10-08,1024,0.0,0
0,2021-10-09,705,0.0,0
0,2021-10-10,872,0.0,0
0,2021-10-11,1189,0.0,1
0,2021-10-12,1297,0.0,0
0,2021-10-13,1226,0.0,0
0,2021-10-14,1078,0.0,0
0,2021-10-15,907,0.0,0
0,2021-10-16,712,0.0,0
0,2021-10-17,845,0.0,0
0,2021-10-18,1223,0.0,0
0,2021-10-19,1153,0.0,0
0,2021-10-20,1174,0.0,0
0,2021-10-21,1305,0.0,0
0,2021-10-22,1110,0.0,0
0,2021-10-23,857,0.0,0
0,2021-10-24,892,0.0,0
0,2021-10-25,1267,0.0,0
0,2021-10-26,1299,0.0,0
0,2021-10-27,1346,0.0,0
0,2021-10-28,1320,0.0,0
0,2021-10-29,1121,0.0,0
0,2021-10-30,764,0.0,0
0,2021-10-31,802,0.0,0
0,2021-11-01,1238,0.0,0
0,2021-11-02,1295,0.0,0
0,2021-11-03,1260,0.0,0
0,2021-11-04,1270,0.0,0
0,2021-11-05,990,0.0,0
0,2021-11-06,755,0.0,0
0,2021-11-07,1048,0.0,0
0,2021-11-08,1405,0.0,0
0,2021-11-09,1420,0.0,0
0,2021-11-10,1437,0.0,0
0,2021-11-11,1326,0.0,1
0,2021-11-12,1137,0.0,0
0,2021-11-13,833,0.0,0
0,2021-11-14,1032,0.0,0
0,2021-11-15,1407,0.0,0
0,2021-11-16,1449,0.0,0
0,2021-11-17,1460,0.0,0
0,2021-11-18,1391,0.0,0
0,2021-11-19,1279,0.0,0
0,2021-11-20,798,0.0,0
0,2021-11-21,986,0.0,0
0,2021-11-22,1402,0.0,0
0,2021-11-23,1416,0.0,0
0,2021-11-24,1294,0.0,0
0,2021-11-25,1207,0.0,1
0,2021-11-26,1084,0.0,0
0,2021-11-27,811,0.0,0
0,2021-11-28,1092,0.0,0
0,2021-11-29,1441,0.0,0
0,2021-11-30,1475,0.0,0
0,2021-12-01,1316,0.0,0
0,2021-12-02,1312,0.0,0
0,2021-12-03,1129,0.0,0
0,2021-12-04,851,0.0,0
0,2021-12-05,1044,0.0,0
0,2021-12-06,1391,1.0,0
0,2021-12-07,1499,0.0,0
0,2021-12-08,1413,0.0,0
0,2021-12-09,1355,0.0,0
0,2021-12-10,1249,0.0,0
0,2021-12-11,990,0.0,0
0,2021-12-12,1064,0.0,0
0,2021-12-13,1390,0.0,0
0,2021-12-14,1651,0.0,0
0,2021-12-15,1433,0.0,0
0,2021-12-16,1225,0.0,0
0,2021-12-17,1030,0.0,0
0,2021-12-18,708,0.0,0
0,2021-12-19,769,0.0,0
0,2021-12-20,952,0.0,0
0,2021-12-21,938,0.0,0
0,2021-12-22,974,0.0,0
0,2021-12-23,800,0.0,0
0,2021-12-24,568,0.0,1
0,2021-12-25,497,0.0,1
0,2021-12-26,623,0.0,0
0,2021-12-27,692,0.0,0
0,2021-12-28,748,0.0,0
0,2021-12-29,816,0.0,0
0,2021-12-30,704,0.0,0
0,2021-12-31,455,0.0,1
0,2022-01-01,400,0.0,1
0,2022-01-02,617,0.0,0
0,2022-01-03,868,0.0,0
0,2022-01-04,1046,0.0,0
0,2022-01-05,952,0.0,0
0,2022-01-06,812,0.0,0
0,2022-01-07,799,0.0,0
0,2022-01-08,681,0.0,0
0,2022-01-09,704,0.0,0
0,2022-01-10,1086,0.0,0
0,2022-01-11,1040,0.0,0
0,2022-01-12,1006,0.0,0
0,2022-01-13,935,0.0,0
0,2022-01-14,850,0.0,0
0,2022-01-15,599,0.0,0
0,2022-01-16,736,0.0,0
0,2022-01-17,991,0.0,1
0,2022-01-18,1135,0.0,0
0,2022-01-19,1091,0.0,0
0,2022-01-20,1180,0.0,0
0,2022-01-21,983,0.0,0
0,2022-01-22,697,0.0,0
0,2022-01-23,787,0.0,0
0,2022-01-24,1170,0.0,0
0,2022-01-25,1123,0.0,0
0,2022-01-26,1125,0.0,0
0,2022-01-27,1112,0.0,0
0,2022-01-28,899,0.0,0
0,2022-01-29,700,0.0,0
0,2022-01-30,803,0.0,0
0,2022-01-31,1083,0.0,0
0,2022-02-01,1057,0.0,0
0,2022-02-02,1071,0.0,0
0,2022-02-03,1202,0.0,0
0,2022-02-04,922,0.0,0
0,2022-02-05,666,0.0,0
0,2022-02-06,756,0.0,0
0,2022-02-07,1246,0.0,0
0,2022-02-08,1158,0.0,0
0,2022-02-09,1198,0.0,0
0,2022-02-10,1091,0.0,0
0,2022-02-11,904,0.0,0
0,2022-02-12,643,0.0,0
0,2022-02-13,797,0.0,0
0,2022-02-14,1176,0.0,0
0,2022-02-15,1238,0.0,0
0,2022-02-16,1206,0.0,0
0,2022-02-17,1138,0.0,0
0,2022-02-18,1006,0.0,0
0,2022-02-19,739,0.0,0
